     0.00000000E+00   1.00010001E+00   6.04800753E-14   0.00000000E+00   0.00000000E+00
     5.00000000E+00   8.72779344E-01   1.05012305E-01   1.02510112E-02   1.03304303E-02
     1.00000000E+01   7.61663864E-01   1.86827502E-01   2.35683755E-02   2.37626311E-02
     1.50000000E+01   6.64689479E-01   2.49256625E-01   3.90114003E-02   3.93579660E-02
     2.00000000E+01   5.80054621E-01   2.95535665E-01   5.57999836E-02   5.63366243E-02
     2.50000000E+01   5.06186810E-01   3.28406691E-01   7.32888074E-02   7.40521131E-02
     3.00000000E+01   4.41713486E-01   3.50188423E-01   9.09454579E-02   9.19696263E-02
     3.50000000E+01   3.85436564E-01   3.62837730E-01   1.08332009E-01   1.09647842E-01
     4.00000000E+01   3.36310248E-01   3.68003291E-01   1.25089669E-01   1.26723750E-01
     4.50000000E+01   2.93421684E-01   3.67072445E-01   1.40926127E-01   1.42900166E-01
     5.00000000E+01   2.55974093E-01   3.61212074E-01   1.55605279E-01   1.57935593E-01
     5.50000000E+01   2.23272077E-01   3.51404187E-01   1.68939010E-01   1.71636151E-01
     6.00000000E+01   1.94708800E-01   3.38476756E-01   1.80780759E-01   1.83849264E-01
     6.50000000E+01   1.69754832E-01   3.23130206E-01   1.91020557E-01   1.94458829E-01
     7.00000000E+01   1.47948411E-01   3.05959920E-01   1.99581279E-01   2.03381589E-01
     7.50000000E+01   1.28886957E-01   2.87475052E-01   2.06415815E-01   2.10564430E-01
     8.00000000E+01   1.12219658E-01   2.68113904E-01   2.11504915E-01   2.15982350E-01
     8.50000000E+01   9.76409998E-02   2.48256176E-01   2.14855458E-01   2.19636840E-01
     9.00000000E+01   8.48850917E-02   2.28232373E-01   2.16498917E-01   2.21554468E-01
     9.50000000E+01   7.37206973E-02   2.08330717E-01   2.16489840E-01   2.21785461E-01
     1.00000000E+02   6.39468632E-02   1.88801959E-01   2.14904199E-01   2.20402147E-01
     1.05000000E+02   5.53890689E-02   1.69862490E-01   2.11837485E-01   2.17497121E-01
     1.10000000E+02   4.78958282E-02   1.51696199E-01   2.07402498E-01   2.13181101E-01
     1.15000000E+02   4.13356831E-02   1.34455495E-01   2.01726814E-01   2.07580426E-01
     1.20000000E+02   3.55945446E-02   1.18261922E-01   1.94949943E-01   2.00834228E-01
