     0.00000000E+00   1.00010001E+00  -5.86881687E-15   7.83684609E-15  -5.18273853E-14  -1.49707865E-14
     1.00000000E+00   9.71511936E-01   3.92467728E-03   1.56987091E-02   4.82229845E-04   5.83740655E-06
     2.00000000E+00   9.43445282E-01   7.62772378E-03   3.05108951E-02   1.15287612E-03   1.46353337E-05
     3.00000000E+00   9.15783899E-01   1.11041159E-02   4.44164636E-02   1.98749618E-03   2.66995276E-05
     4.00000000E+00   8.88394410E-01   1.43462596E-02   5.73850384E-02   2.95976689E-03   4.21599889E-05
     5.00000000E+00   8.61126952E-01   1.73440229E-02   6.93760917E-02   4.04140534E-03   6.09657212E-05
     6.00000000E+00   8.33817402E-01   2.00849363E-02   8.03397451E-02   5.20222837E-03   8.28843349E-05
     7.00000000E+00   8.06291309E-01   2.25545900E-02   9.02183602E-02   6.41037991E-03   1.07507832E-04
     8.00000000E+00   7.78369634E-01   2.47372470E-02   9.89489881E-02   7.63274663E-03   1.34265637E-04
     9.00000000E+00   7.49876265E-01   2.66166706E-02   1.06466682E-01   8.83556993E-03   1.62445509E-04
     1.00000000E+01   7.20647053E-01   2.81771493E-02   1.12708597E-01   9.98524513E-03   1.91222398E-04
     1.10000000E+01   6.90539964E-01   2.94046751E-02   1.17618700E-01   1.10492809E-02   2.19694611E-04
     1.20000000E+01   6.59445685E-01   3.02882108E-02   1.21152843E-01   1.19973716E-02   2.46925920E-04
     1.30000000E+01   6.27297937E-01   3.08209624E-02   1.23283850E-01   1.28025194E-02   2.71991557E-04
     1.40000000E+01   5.94082588E-01   3.10015592E-02   1.24006237E-01   1.34421274E-02   2.94025415E-04
     1.50000000E+01   5.59844682E-01   3.08350384E-02   1.23340154E-01   1.38989803E-02   3.12265433E-04
     1.60000000E+01   5.24692562E-01   3.03335378E-02   1.21334151E-01   1.41620288E-02   3.26093992E-04
     1.70000000E+01   4.88798439E-01   2.95166158E-02   1.18066463E-01   1.42269038E-02   3.35070360E-04
     1.80000000E+01   4.52395038E-01   2.84111427E-02   1.13644571E-01   1.40961026E-02   3.38952710E-04
     1.90000000E+01   4.15768253E-01   2.70507434E-02   1.08202974E-01   1.37788191E-02   3.37708006E-04
     2.00000000E+01   3.79246117E-01   2.54748075E-02   1.01899230E-01   1.32904118E-02   3.31509045E-04
     2.10000000E+01   3.43184733E-01   2.37271234E-02   9.49084934E-02   1.26515412E-02   3.20718974E-04
     2.20000000E+01   3.07952103E-01   2.18542246E-02   8.74168983E-02   1.18870322E-02   3.05864681E-04
     2.30000000E+01   2.73910993E-01   1.99035662E-02   7.96142648E-02   1.10245431E-02   2.87601355E-04
     2.40000000E+01   2.41402094E-01   1.79216597E-02   7.16866387E-02   1.00931352E-02   2.66671170E-04
     2.50000000E+01   2.10728666E-01   1.59522995E-02   6.38091982E-02   9.12184737E-03   2.43859429E-04
     2.60000000E+01   1.82143754E-01   1.40350029E-02   5.61400115E-02   8.13836996E-03   2.19951513E-04
     2.70000000E+01   1.55840768E-01   1.22037597E-02   4.88150390E-02   7.16790491E-03   1.95693696E-04
     2.80000000E+01   1.31947933E-01   1.04861627E-02   4.19446507E-02   6.23227329E-03   1.71760295E-04
     2.90000000E+01   1.10526759E-01   8.90294690E-03   3.56117876E-02   5.34930963E-03   1.48728874E-04
     3.00000000E+01   9.15743278E-02   7.46793761E-03   2.98717504E-02   4.53255387E-03   1.27064374E-04
     3.10000000E+01   7.50289052E-02   6.18836782E-03   2.47534713E-02   3.79122736E-03   1.07112177E-04
     3.20000000E+01   6.07781761E-02   5.06550446E-03   2.02620179E-02   3.13045776E-03   8.90993781E-05
     3.30000000E+01   4.86692467E-02   4.09550337E-03   1.63820135E-02   2.55170236E-03   7.31429643E-05
     3.40000000E+01   3.85195340E-02   3.27040565E-03   1.30816226E-02   2.05331090E-03   5.92632155E-05
     3.50000000E+01   3.01277067E-02   2.57918957E-03   1.03167583E-02   1.63116662E-03   4.74004884E-05
     3.60000000E+01   2.32839544E-02   2.00880094E-03   8.03520375E-03   1.27934855E-03   3.74335902E-05
     3.70000000E+01   1.77790329E-02   1.54509910E-03   6.18039642E-03   9.90766210E-04   2.91981428E-05
     3.80000000E+01   1.34117156E-02   1.17367380E-03   4.69469520E-03   7.57729610E-04   2.25036543E-05
     3.90000000E+01   9.99447182E-03   8.80505956E-04   3.52202382E-03   5.72429587E-04   1.71483809E-05
     4.00000000E+01   7.35735925E-03   6.52463144E-04   2.60985258E-03   4.27316035E-04   1.29314396E-05
     4.10000000E+01   5.35025491E-03   4.77634620E-04   1.91053848E-03   3.15372217E-04   9.66197531E-06
     4.20000000E+01   3.84364628E-03   3.45521915E-04   1.38208766E-03   2.30291813E-04   7.16546679E-06
     4.30000000E+01   2.72826008E-03   2.47107973E-04   9.88431891E-04   1.66571297E-04   5.28746460E-06
     4.40000000E+01   1.91382710E-03   1.74831219E-04   6.99324876E-04   1.19533554E-04   3.89518037E-06
     4.50000000E+01   1.32727049E-03   1.22491230E-04   4.89964920E-04   8.52997288E-05   2.87740600E-06
     4.60000000E+01   9.10573549E-04   8.51106186E-05   3.40442474E-04   6.07256296E-05   2.14323932E-06
     4.70000000E+01   6.18537826E-04   5.87741506E-05   2.35096602E-04   4.33170588E-05   1.62004973E-06
     4.80000000E+01   4.16592304E-04   4.04617508E-05   1.61847003E-04   3.11358632E-05   1.25104858E-06
     4.90000000E+01   2.78764935E-04   2.78875620E-05   1.11550248E-04   2.27056116E-05   9.92747897E-07
     5.00000000E+01   1.85883823E-04   1.93530607E-05   7.74122426E-05   1.69230714E-05   8.12510968E-07
