     0.00000000E+00   1.00010001E+00   0.00000000E+00  -2.86441052E-15  -4.41399625E-15  -1.02188921E-15   3.71184986E-16   0.00000000E+00
     1.00000000E+00   9.54701522E-01   2.52156214E-02   1.72744942E-02   8.24599848E-04   5.64259918E-04   2.97119759E-04   1.98079839E-04
     2.00000000E+00   9.11172631E-01   4.84089756E-02   3.33773759E-02   1.96162184E-03   1.34410459E-03   7.09586005E-04   4.73057337E-04
     3.00000000E+00   8.69364096E-01   6.96297035E-02   4.83141153E-02   3.36086047E-03   2.30672890E-03   1.22170943E-03   8.14472951E-04
     4.00000000E+00   8.29120118E-01   8.89114378E-02   6.20788557E-02   4.97126581E-03   3.41831296E-03   1.81683110E-03   1.21122073E-03
     5.00000000E+00   7.90278751E-01   1.06272301E-01   7.46546539E-02   6.74077755E-03   4.64391412E-03   2.47726688E-03   1.65151125E-03
     6.00000000E+00   7.52673266E-01   1.21716204E-01   8.60143718E-02   8.61636019E-03   5.94750333E-03   3.18433499E-03   2.12288999E-03
     7.00000000E+00   7.16134589E-01   1.35235080E-01   9.61223307E-02   1.05442776E-02   7.29217406E-03   3.91848396E-03   2.61232264E-03
     8.00000000E+00   6.80494877E-01   1.46812136E-01   1.04936795E-01   1.24706330E-02   8.64054327E-03   4.65953302E-03   3.10635535E-03
     9.00000000E+00   6.45592191E-01   1.56426111E-01   1.12413284E-01   1.43421815E-02   9.95535049E-03   5.38702942E-03   3.59135294E-03
     1.00000000E+01   6.11276100E-01   1.64056430E-01   1.18508639E-01   1.61073991E-02   1.12002443E-02   6.08071711E-03   4.05381141E-03
     1.10000000E+01   5.77413928E-01   1.69689055E-01   1.23185664E-01   1.77177668E-02   1.23407265E-02   6.72110051E-03   4.48073367E-03
     1.20000000E+01   5.43897230E-01   1.73322682E-01   1.26418101E-01   1.91291988E-02   1.33452043E-02   7.29007504E-03   4.86005003E-03
     1.30000000E+01   5.10648002E-01   1.74974902E-01   1.28195596E-01   2.03035241E-02   1.41860847E-02   7.77158647E-03   5.18105765E-03
     1.40000000E+01   4.77624044E-01   1.74687815E-01   1.28528282E-01   2.12099097E-02   1.48408304E-02   8.15227256E-03   5.43484837E-03
     1.50000000E+01   4.44822928E-01   1.72532631E-01   1.27450574E-01   2.18261060E-02   1.52928918E-02   8.42203686E-03   5.61469124E-03
     1.60000000E+01   4.12284044E-01   1.68612776E-01   1.25023809E-01   2.21393983E-02   1.55324296E-02   8.57450491E-03   5.71633660E-03
     1.70000000E+01   3.80088350E-01   1.63065134E-01   1.21337405E-01   2.21471626E-02   1.55567551E-02   8.60731881E-03   5.73821254E-03
     1.80000000E+01   3.48355595E-01   1.56059165E-01   1.16508345E-01   2.18569509E-02   1.53704313E-02   8.52223706E-03   5.68149138E-03
     1.90000000E+01   3.17239026E-01   1.47793841E-01   1.10678899E-01   2.12860672E-02   1.49850072E-02   8.32502112E-03   5.55001408E-03
     2.00000000E+01   2.86917794E-01   1.38492485E-01   1.04012667E-01   2.04606372E-02   1.44183856E-02   8.02510782E-03   5.35007188E-03
     2.10000000E+01   2.57587510E-01   1.28395835E-01   9.66891611E-02   1.94142200E-02   1.36938565E-02   7.63508499E-03   5.09005666E-03
     2.20000000E+01   2.29449588E-01   1.17753773E-01   8.88972921E-02   1.81860477E-02   1.28388587E-02   7.17000481E-03   4.78000321E-03
     2.30000000E+01   2.02700113E-01   1.06816320E-01   8.08282112E-02   1.68190134E-02   1.18835545E-02   6.64658292E-03   4.43105528E-03
     2.40000000E+01   1.77519063E-01   9.58245458E-02   7.26680292E-02   1.53575476E-02   1.08593168E-02   6.08234086E-03   4.05489391E-03
     2.50000000E+01   1.54060647E-01   8.50020292E-02   6.45909258E-02   1.38455286E-02   9.79723566E-03   5.49475238E-03   3.66316825E-03
     2.60000000E+01   1.32445433E-01   7.45474826E-02   5.67531249E-02   1.23243677E-02   8.72674234E-03   4.90045178E-03   3.26696786E-03
