     2.40000000E+01   4.74382722E-02   2.39460781E-02   3.59028170E-04   1.41788120E-03   5.65366910E-05
     2.50000000E+01   3.54823458E-02   1.81506292E-02   2.64418015E-04   1.04444086E-03   4.10293588E-05
     2.60000000E+01   2.60731027E-02   1.34997001E-02   1.90903056E-04   7.54198149E-04   2.91928572E-05
     2.70000000E+01   1.88178056E-02   9.85174401E-03   1.35166894E-04   5.34092221E-04   2.03914970E-05
     2.80000000E+01   1.33369729E-02   7.05434590E-03   9.39087269E-05   3.71118160E-04   1.40097660E-05
     2.90000000E+01   9.28095368E-03   4.95652423E-03   6.40718639E-05   2.53227878E-04   9.49312039E-06
     3.00000000E+01   6.34062869E-03   3.41768985E-03   4.29800159E-05   1.69868362E-04   6.36947018E-06
     3.10000000E+01   4.25267676E-03   2.31331916E-03   2.83968074E-05   1.12217645E-04   4.25558141E-06
     3.20000000E+01   2.80032312E-03   1.53773905E-03   1.85279169E-05   7.31946555E-05   2.85304653E-06
     3.30000000E+01   1.81072513E-03   1.00462027E-03   1.19853679E-05   4.73196568E-05   1.93809031E-06
     3.40000000E+01   1.15017983E-03   6.45843501E-04   7.73100062E-06   3.04922940E-05   1.34863835E-06
     3.50000000E+01   7.18214407E-04   4.09367903E-04   5.01234618E-06   1.97393538E-05   9.71080447E-07
     3.60000000E+01   4.41406611E-04   2.56631207E-04   3.30002464E-06   1.29682340E-05   7.28225390E-07
     3.70000000E+01   2.67535113E-04   1.59879357E-04   2.23208683E-06   8.74757106E-06   5.69185802E-07
     3.80000000E+01   1.60424501E-04   9.96897185E-05   1.56779253E-06   6.12492616E-06   4.61392214E-07
     3.90000000E+01   9.56528950E-05   6.28346234E-05   1.15126130E-06   4.48332094E-06   3.84601487E-07
     4.00000000E+01   5.71449383E-05   4.05409595E-05   8.84178336E-07   3.43344782E-06   3.26595884E-07
     4.10000000E+01   3.45790943E-05   2.71389952E-05   7.06117921E-07   2.73592127E-06   2.80215765E-07
     4.20000000E+01   2.14884818E-05   1.90567711E-05   5.80873575E-07   2.24723555E-06   2.41385967E-07
     4.30000000E+01   1.39179335E-05   1.40997256E-05   4.87281457E-07   1.88346766E-06   2.07847842E-07
     4.40000000E+01   9.50529228E-06   1.09525385E-05   4.13256305E-07   1.59667552E-06   1.78371755E-07
     4.50000000E+01   6.87237349E-06   8.84586416E-06   3.52033871E-07   1.36002048E-06   1.52284514E-07
     4.60000000E+01   5.23319155E-06   7.34028263E-06   2.99874360E-07   1.15866946E-06   1.29196077E-07
     4.70000000E+01   4.14916273E-06   6.19040953E-06   2.54700826E-07   9.84397636E-07   1.08848182E-07
     4.80000000E+01   3.38040182E-06   5.26189298E-06   2.15316909E-07   8.32485055E-07   9.10351332E-08
     4.90000000E+01   2.79784774E-06   4.48215136E-06   1.80972532E-07   6.99991856E-07   7.55657997E-08
     5.00000000E+01   2.33272405E-06   3.81196109E-06   1.51132261E-07   5.84836801E-07   6.22482083E-08
